Fire_ID_1,Fire_ID_2,Reburn_ID,Polygon_ID,Reburn_Interval,Ecoregion,N_Rockies,FRG_max4,departure
MT4797011293420070628,MT4795711307120170816,MT4797011293420070628_MT4795711307120170816,2,10,Canadian Rockies,Northern Rockies,High,0.11227722948026123
ID4475011554820070717,ID4478611547620200826,ID4475011554820070717_ID4478611547620200826,1,13,Idaho Batholith,Northern Rockies,Mixed,0.06994501039184597
WA4814412059320070805,WA4822612066620150629,WA4814412059320070805_WA4822612066620150629,1,8,North Cascades,Pacific Northwest,Low,0.01780684608830746
OR4259112058820070315,OR4257212055720200908,OR4259112058820070315_OR4257212055720200908,1,13,Eastern Cascades Slopes and Foothills,Pacific Northwest,Mixed,0.02667368605773446
CA4054612266320080621,CA4065012263020180723,CA4054612266320080621_CA4065012263020180723,1,10,Klamath Mountains,Pacific Northwest,Low,0.11507113583742914
CA4091712133820080622,CA4090112136820140731,CA4091712133820080622_CA4090112136820140731,1,6,Eastern Cascades Slopes and Foothills,Pacific Northwest,Low,2.9886431559940363e-5
CA4154112338120080722,CA4145212338020170811,CA4154112338120080722_CA4145212338020170811,1,9,Klamath Mountains,Pacific Northwest,Low,0.029545151393890867
CA4071412316220080621,CA4077112312420170831,CA4071412316220080621_CA4077112312420170831,1,9,Klamath Mountains,Pacific Northwest,Low,0.018691588785046856
CA4009612297920080621,CA3966012280920200817,CA4009612297920080621_CA3966012280920200817,1,12,Klamath Mountains,Pacific Northwest,Low,0.009590028015162707
CA4018512311920080621,CA3966012280920200817,CA4018512311920080621_CA3966012280920200817,1,12,Klamath Mountains,Pacific Northwest,Low,0.16949771689497717
CA4104812343519990823,CA4107312329420080621,CA4104812343519990823_CA4107312329420080621,1,9,Klamath Mountains,Pacific Northwest,Low,0.022515666965084887
CA4083712326320080621,CA4091312343720150731,CA4083712326320080621_CA4091312343720150731,1,7,Klamath Mountains,Pacific Northwest,Low,0.009800448695241677
CA4069812251020080622,CA4065012263020180723,CA4069812251020080622_CA4065012263020180723,1,10,Klamath Mountains,Pacific Northwest,Low,0.0884655598908523
OR4277912225220080816,OR4279812231820170725,OR4277912225220080816_OR4279812231820170725,1,9,Cascades,Pacific Northwest,Low,0.17806965289784552
CA4134912330820080620,CA4143512316220170626,CA4134912330820080620_CA4143512316220170626,1,9,Klamath Mountains,Pacific Northwest,Low,0.06351785255586939
CA4104812343519990823,CA4107012343620090702,CA4104812343519990823_CA4107012343620090702,1,10,Klamath Mountains,Pacific Northwest,Low,0.06485496485496474
OR4334712281020090728,OR4333412278820200908,OR4334712281020090728_OR4333412278820200908,1,11,Cascades,Pacific Northwest,Mixed,0.12612342320719
OR4242312371620100813,OR4237012386020180716,OR4242312371620100813_OR4237012386020180716,1,8,Klamath Mountains,Pacific Northwest,Low,0.0028900428990743057
MT4767311333220000726,MT4767511333320130811,MT4767311333220000726_MT4767511333320130811,1,13,Canadian Rockies,Northern Rockies,Low,0.00455183644161777
CA4104812343519990823,CA4103512348820130810,CA4104812343519990823_CA4103512348820130810,1,14,Klamath Mountains,Pacific Northwest,Low,0.041557038339741406
OR4245612363620140913,OR4252812357120180715,OR4245612363620140913_OR4252812357120180715,1,4,Klamath Mountains,Pacific Northwest,Low,1.701932118446424e-5
OR4519612218020140914,OR4504912206220200908,OR4519612218020140914_OR4504912206220200908,1,6,Cascades,Pacific Northwest,High,0.010453253052349794
CA4034312338320150731,CA3966012280920200817,CA4034312338320150731_CA3966012280920200817,1,5,Klamath Mountains,Pacific Northwest,Low,0.007252886182919233
CA4104812343519990823,CA4091312343720150731,CA4104812343519990823_CA4091312343720150731,1,16,Klamath Mountains,Pacific Northwest,Low,0.03643439604801316
WA4611412144620080712,WA4613412137420150811,WA4611412144620080712_WA4613412137420150811,1,7,Eastern Cascades Slopes and Foothills,Pacific Northwest,Mixed,0.11571176934130632
WY4509511033019880815,WY4496811035620160813,WY4509511033019880815_WY4496811035620160813,1,28,Middle Rockies,Northern Rockies,High,0.05375619360399325
WY4408111047019880820,WY4402111078620160725,WY4408111047019880820_WY4402111078620160725,1,28,Middle Rockies,Northern Rockies,High,0.15626202865492927
WY4470811082119880722,WY4474311097820160809,WY4470811082119880722_WY4474311097820160809,1,28,Middle Rockies,Northern Rockies,High,0.1274875223898164
ID4554211520319880906,ID4555111522320030809,ID4554211520319880906_ID4555111522320030809,1,15,Idaho Batholith,Northern Rockies,Mixed,0.028113771633890037
MT4724611327520010913,MT4726811348520170724,MT4724611327520010913_MT4726811348520170724,1,16,Canadian Rockies,Northern Rockies,Mixed,0.03539260071326579
OR4470812185620170724,OR4472312167920200817,OR4470812185620170724_OR4472312167920200817,1,3,Cascades,Pacific Northwest,Mixed,0.021279633687009133
CA4104812343519990823,CA4119412345820200727,CA4104812343519990823_CA4119412345820200727,1,21,Klamath Mountains,Pacific Northwest,Low,0.10200902891913714
