Fire_ID_1,Fire_ID_2,Reburn_ID,Polygon_ID,Reburn_Interval,Ecoregion,N_Rockies,FRG_max4,departure
MT4797011293420070628,MT4795711307120170816,MT4797011293420070628_MT4795711307120170816,2,10,Canadian Rockies,Northern Rockies,High,0.11534203867702855
ID4475011554820070717,ID4478611547620200826,ID4475011554820070717_ID4478611547620200826,1,13,Idaho Batholith,Northern Rockies,Mixed,0.06017031003954721
WA4814412059320070805,WA4822612066620150629,WA4814412059320070805_WA4822612066620150629,1,8,North Cascades,Pacific Northwest,Low,0.016659149000150423
OR4259112058820070315,OR4257212055720200908,OR4259112058820070315_OR4257212055720200908,1,13,Eastern Cascades Slopes and Foothills,Pacific Northwest,Mixed,0.02676142844608216
CA4054612266320080621,CA4065012263020180723,CA4054612266320080621_CA4065012263020180723,1,10,Klamath Mountains,Pacific Northwest,Low,0.11060101161787358
CA4091712133820080622,CA4090112136820140731,CA4091712133820080622_CA4090112136820140731,1,6,Eastern Cascades Slopes and Foothills,Pacific Northwest,Low,0
CA4154112338120080722,CA4145212338020170811,CA4154112338120080722_CA4145212338020170811,1,9,Klamath Mountains,Pacific Northwest,Low,0.030765639589169072
CA4071412316220080621,CA4077112312420170831,CA4071412316220080621_CA4077112312420170831,1,9,Klamath Mountains,Pacific Northwest,Low,0.016697819314641767
CA4009612297920080621,CA3966012280920200817,CA4009612297920080621_CA3966012280920200817,1,12,Klamath Mountains,Pacific Northwest,Low,0.008876642291227092
CA4018512311920080621,CA3966012280920200817,CA4018512311920080621_CA3966012280920200817,1,12,Klamath Mountains,Pacific Northwest,Low,0.15555555555555545
CA4104812343519990823,CA4107312329420080621,CA4104812343519990823_CA4107312329420080621,1,9,Klamath Mountains,Pacific Northwest,Low,0.018666069829901447
CA4083712326320080621,CA4091312343720150731,CA4083712326320080621_CA4091312343720150731,1,7,Klamath Mountains,Pacific Northwest,Low,0.008855827134254306
CA4069812251020080622,CA4065012263020180723,CA4069812251020080622_CA4065012263020180723,1,10,Klamath Mountains,Pacific Northwest,Low,0.07366321259672957
OR4277912225220080816,OR4279812231820170725,OR4277912225220080816_OR4279812231820170725,1,9,Cascades,Pacific Northwest,Low,0.17028685448055741
CA4134912330820080620,CA4143512316220170626,CA4134912330820080620_CA4143512316220170626,1,9,Klamath Mountains,Pacific Northwest,Low,0.05941433341895728
CA4104812343519990823,CA4107012343620090702,CA4104812343519990823_CA4107012343620090702,1,10,Klamath Mountains,Pacific Northwest,Low,0.05323235323235305
OR4334712281020090728,OR4333412278820200908,OR4334712281020090728_OR4333412278820200908,1,11,Cascades,Pacific Northwest,Mixed,0.12431470708132834
OR4242312371620100813,OR4237012386020180716,OR4242312371620100813_OR4237012386020180716,1,8,Klamath Mountains,Pacific Northwest,Low,0.0023030029351998583
MT4767311333220000726,MT4767511333320130811,MT4767311333220000726_MT4767511333320130811,1,13,Canadian Rockies,Northern Rockies,Low,0.003808156121578779
CA4104812343519990823,CA4103512348820130810,CA4104812343519990823_CA4103512348820130810,1,14,Klamath Mountains,Pacific Northwest,Low,0.036421317608924385
OR4245612363620140913,OR4252812357120180715,OR4245612363620140913_OR4252812357120180715,1,4,Klamath Mountains,Pacific Northwest,Low,2.5528981776590672e-5
OR4519612218020140914,OR4504912206220200908,OR4519612218020140914_OR4504912206220200908,1,6,Cascades,Pacific Northwest,High,0.00982605786920894
CA4034312338320150731,CA3966012280920200817,CA4034312338320150731_CA3966012280920200817,1,5,Klamath Mountains,Pacific Northwest,Low,0.006870279801710089
CA4104812343519990823,CA4091312343720150731,CA4104812343519990823_CA4091312343720150731,1,16,Klamath Mountains,Pacific Northwest,Low,0.03410282046733659
WA4611412144620080712,WA4613412137420150811,WA4611412144620080712_WA4613412137420150811,1,7,Eastern Cascades Slopes and Foothills,Pacific Northwest,Mixed,0.09794650720808427
WY4509511033019880815,WY4496811035620160813,WY4509511033019880815_WY4496811035620160813,1,28,Middle Rockies,Northern Rockies,High,0.055586191684129226
WY4408111047019880820,WY4402111078620160725,WY4408111047019880820_WY4402111078620160725,1,28,Middle Rockies,Northern Rockies,High,0.14743745099436895
WY4470811082119880722,WY4474311097820160809,WY4470811082119880722_WY4474311097820160809,1,28,Middle Rockies,Northern Rockies,High,0.12005281605961308
ID4554211520319880906,ID4555111522320030809,ID4554211520319880906_ID4555111522320030809,1,15,Idaho Batholith,Northern Rockies,Mixed,0.024218985709975507
MT4724611327520010913,MT4726811348520170724,MT4724611327520010913_MT4726811348520170724,1,16,Canadian Rockies,Northern Rockies,Mixed,0.03311430073108618
OR4470812185620170724,OR4472312167920200817,OR4470812185620170724_OR4472312167920200817,1,3,Cascades,Pacific Northwest,Mixed,0.019615469830875712
CA4104812343519990823,CA4119412345820200727,CA4104812343519990823_CA4119412345820200727,1,21,Klamath Mountains,Pacific Northwest,Low,0.09810080940479593
